[2021-03-31 12:02:39,554 INFO] Missing transforms field for corpus_1 data, set to default: [].
[2021-03-31 12:02:39,554 WARNING] Corpus corpus_1's weight should be given. We default it to 1 for you.
[2021-03-31 12:02:39,554 INFO] Missing transforms field for valid data, set to default: [].
[2021-03-31 12:02:39,554 INFO] Parsed 2 corpora from -data.
[2021-03-31 12:02:39,554 INFO] Get special vocabs from Transforms: {'src': set(), 'tgt': set()}.
[2021-03-31 12:02:39,555 INFO] Loading vocab from text file...
[2021-03-31 12:02:39,555 INFO] Loading src vocabulary from dati/run/example.vocab.src
[2021-03-31 12:02:39,566 INFO] Loaded src vocab has 4181 tokens.
[2021-03-31 12:02:39,568 INFO] Loading tgt vocabulary from dati/run/example.vocab.tgt
[2021-03-31 12:02:39,628 INFO] Loaded tgt vocab has 15690 tokens.
[2021-03-31 12:02:39,635 INFO] Building fields with vocab in counters...
[2021-03-31 12:02:39,658 INFO]  * tgt vocab size: 15694.
[2021-03-31 12:02:39,666 INFO]  * src vocab size: 4183.
[2021-03-31 12:02:39,666 INFO]  * src vocab size = 4183
[2021-03-31 12:02:39,667 INFO]  * tgt vocab size = 15694
[2021-03-31 12:02:39,671 INFO] Building model...
[2021-03-31 12:02:48,959 INFO] NMTModel(
  (encoder): RNNEncoder(
    (embeddings): Embeddings(
      (make_embedding): Sequential(
        (emb_luts): Elementwise(
          (0): Embedding(4183, 500, padding_idx=1)
        )
        (pe): PositionalEncoding(
          (dropout): Dropout(p=0.7, inplace=False)
        )
      )
    )
    (rnn): GRU(500, 512, num_layers=2, dropout=0.7)
  )
  (decoder): InputFeedRNNDecoder(
    (embeddings): Embeddings(
      (make_embedding): Sequential(
        (emb_luts): Elementwise(
          (0): Embedding(15694, 500, padding_idx=1)
        )
        (pe): PositionalEncoding(
          (dropout): Dropout(p=0.7, inplace=False)
        )
      )
    )
    (dropout): Dropout(p=0.7, inplace=False)
    (rnn): StackedGRU(
      (dropout): Dropout(p=0.7, inplace=False)
      (layers): ModuleList(
        (0): GRUCell(1012, 512)
        (1): GRUCell(512, 512)
      )
    )
    (attn): GlobalAttention(
      (linear_in): Linear(in_features=512, out_features=512, bias=False)
      (linear_out): Linear(in_features=1024, out_features=512, bias=False)
    )
  )
  (generator): Sequential(
    (0): Linear(in_features=512, out_features=15694, bias=False)
    (1): Cast()
    (2): LogSoftmax(dim=-1)
  )
)
[2021-03-31 12:02:48,960 INFO] encoder: 5224940
[2021-03-31 12:02:48,960 INFO] decoder: 20588632
[2021-03-31 12:02:48,960 INFO] * number of parameters: 25813572
[2021-03-31 12:02:48,961 INFO] Starting training on GPU: [0]
[2021-03-31 12:02:48,961 INFO] Start training loop and validate every 10000 steps...
[2021-03-31 12:02:48,961 INFO] corpus_1's transforms: TransformPipe()
[2021-03-31 12:02:48,961 INFO] Loading ParallelCorpus(/content/Train_RDF_all.txt, /content/Train_TEXT_all.txt, align=None)...
[2021-03-31 12:02:53,042 INFO] Step 50/100000; acc:   7.36; ppl: 8909.23; xent: 9.09; lr: 1.00000; 2629/7599 tok/s;      4 sec
[2021-03-31 12:02:56,957 INFO] Step 100/100000; acc:  10.67; ppl: 4594.91; xent: 8.43; lr: 1.00000; 2955/8215 tok/s;      8 sec
[2021-03-31 12:03:01,751 INFO] Step 150/100000; acc:   6.93; ppl: 4886.47; xent: 8.49; lr: 1.00000; 3605/8977 tok/s;     13 sec
[2021-03-31 12:03:07,055 INFO] Step 200/100000; acc:   8.28; ppl: 2967.25; xent: 8.00; lr: 1.00000; 3999/9247 tok/s;     18 sec
[2021-03-31 12:03:13,305 INFO] Step 250/100000; acc:   7.83; ppl: 2492.76; xent: 7.82; lr: 1.00000; 4313/9600 tok/s;     24 sec
[2021-03-31 12:03:20,304 INFO] Step 300/100000; acc:   9.20; ppl: 1858.56; xent: 7.53; lr: 1.00000; 4589/9399 tok/s;     31 sec
[2021-03-31 12:03:27,848 INFO] Step 350/100000; acc:   9.69; ppl: 1721.05; xent: 7.45; lr: 1.00000; 4629/9661 tok/s;     39 sec
[2021-03-31 12:03:37,102 INFO] Step 400/100000; acc:   9.76; ppl: 1533.74; xent: 7.34; lr: 1.00000; 4626/9234 tok/s;     48 sec
[2021-03-31 12:03:46,859 INFO] Step 450/100000; acc:  10.78; ppl: 1377.86; xent: 7.23; lr: 1.00000; 4766/9419 tok/s;     58 sec
[2021-03-31 12:03:57,785 INFO] Step 500/100000; acc:  10.50; ppl: 1208.47; xent: 7.10; lr: 1.00000; 4876/9348 tok/s;     69 sec
[2021-03-31 12:04:00,421 INFO] Loading ParallelCorpus(/content/Train_RDF_all.txt, /content/Train_TEXT_all.txt, align=None)...
[2021-03-31 12:04:09,053 INFO] Step 550/100000; acc:  11.46; ppl: 957.70; xent: 6.86; lr: 1.00000; 4678/8313 tok/s;     80 sec
[2021-03-31 12:04:12,985 INFO] Step 600/100000; acc:  18.53; ppl: 730.42; xent: 6.59; lr: 1.00000; 2861/7918 tok/s;     84 sec
[2021-03-31 12:04:17,074 INFO] Step 650/100000; acc:  18.77; ppl: 647.71; xent: 6.47; lr: 1.00000; 2925/8217 tok/s;     88 sec
[2021-03-31 12:04:22,020 INFO] Step 700/100000; acc:  15.55; ppl: 511.50; xent: 6.24; lr: 1.00000; 3904/9266 tok/s;     93 sec
[2021-03-31 12:04:27,515 INFO] Step 750/100000; acc:  15.11; ppl: 578.14; xent: 6.36; lr: 1.00000; 4082/9264 tok/s;     99 sec
[2021-03-31 12:04:34,133 INFO] Step 800/100000; acc:  13.56; ppl: 595.11; xent: 6.39; lr: 1.00000; 4352/9539 tok/s;    105 sec
[2021-03-31 12:04:41,371 INFO] Step 850/100000; acc:  15.26; ppl: 535.53; xent: 6.28; lr: 1.00000; 4565/9165 tok/s;    112 sec
[2021-03-31 12:04:49,398 INFO] Step 900/100000; acc:  14.40; ppl: 501.04; xent: 6.22; lr: 1.00000; 4564/9504 tok/s;    120 sec
[2021-03-31 12:04:58,679 INFO] Step 950/100000; acc:  14.39; ppl: 528.93; xent: 6.27; lr: 1.00000; 4749/9386 tok/s;    130 sec
