[2021-03-29 08:36:40,750 INFO] Missing transforms field for corpus_1 data, set to default: [].
[2021-03-29 08:36:40,750 WARNING] Corpus corpus_1's weight should be given. We default it to 1 for you.
[2021-03-29 08:36:40,751 INFO] Missing transforms field for valid data, set to default: [].
[2021-03-29 08:36:40,751 INFO] Parsed 2 corpora from -data.
[2021-03-29 08:36:40,751 INFO] Get special vocabs from Transforms: {'src': set(), 'tgt': set()}.
[2021-03-29 08:36:40,751 INFO] Loading vocab from text file...
[2021-03-29 08:36:40,751 INFO] Loading src vocabulary from dati/run/example.vocab.src
[2021-03-29 08:36:40,760 INFO] Loaded src vocab has 4181 tokens.
[2021-03-29 08:36:40,761 INFO] Loading tgt vocabulary from dati/run/example.vocab.tgt
[2021-03-29 08:36:40,813 INFO] Loaded tgt vocab has 15690 tokens.
[2021-03-29 08:36:40,819 INFO] Building fields with vocab in counters...
[2021-03-29 08:36:40,838 INFO]  * tgt vocab size: 15694.
[2021-03-29 08:36:40,842 INFO]  * src vocab size: 4183.
[2021-03-29 08:36:40,843 INFO]  * src vocab size = 4183
[2021-03-29 08:36:40,843 INFO]  * tgt vocab size = 15694
[2021-03-29 08:36:40,848 INFO] Building model...
[2021-03-29 08:36:51,738 INFO] NMTModel(
  (encoder): RNNEncoder(
    (embeddings): Embeddings(
      (make_embedding): Sequential(
        (emb_luts): Elementwise(
          (0): Embedding(4183, 500, padding_idx=1)
        )
        (pe): PositionalEncoding(
          (dropout): Dropout(p=0.7, inplace=False)
        )
      )
    )
    (rnn): LSTM(500, 256, num_layers=2, dropout=0.7, bidirectional=True)
  )
  (decoder): InputFeedRNNDecoder(
    (embeddings): Embeddings(
      (make_embedding): Sequential(
        (emb_luts): Elementwise(
          (0): Embedding(15694, 500, padding_idx=1)
        )
        (pe): PositionalEncoding(
          (dropout): Dropout(p=0.7, inplace=False)
        )
      )
    )
    (dropout): Dropout(p=0.7, inplace=False)
    (rnn): StackedLSTM(
      (dropout): Dropout(p=0.7, inplace=False)
      (layers): ModuleList(
        (0): LSTMCell(1012, 512)
        (1): LSTMCell(512, 512)
      )
    )
    (attn): GlobalAttention(
      (linear_in): Linear(in_features=512, out_features=512, bias=False)
      (linear_out): Linear(in_features=1024, out_features=512, bias=False)
    )
  )
  (generator): Sequential(
    (0): Linear(in_features=512, out_features=15694, bias=False)
    (1): Cast()
    (2): LogSoftmax(dim=-1)
  )
)
[2021-03-29 08:36:51,739 INFO] encoder: 5220844
[2021-03-29 08:36:51,739 INFO] decoder: 21895256
[2021-03-29 08:36:51,739 INFO] * number of parameters: 27116100
[2021-03-29 08:36:51,740 INFO] Starting training on GPU: [0]
[2021-03-29 08:36:51,740 INFO] Start training loop and validate every 10000 steps...
[2021-03-29 08:36:51,740 INFO] corpus_1's transforms: TransformPipe()
[2021-03-29 08:36:51,740 INFO] Loading ParallelCorpus(/content/Train_RDF_all.txt, /content/Train_TEXT_all.txt, align=None)...
[2021-03-29 08:36:53,619 INFO] Step 50/100000; acc:  10.47; ppl: 1992.87; xent: 7.60; lr: 0.00100; 5710/16507 tok/s;      2 sec
[2021-03-29 08:36:55,371 INFO] Step 100/100000; acc:  17.17; ppl: 1059.20; xent: 6.97; lr: 0.00100; 6602/18356 tok/s;      4 sec
[2021-03-29 08:36:57,500 INFO] Step 150/100000; acc:  13.26; ppl: 842.40; xent: 6.74; lr: 0.00100; 8117/20214 tok/s;      6 sec
[2021-03-29 08:36:59,822 INFO] Step 200/100000; acc:  16.70; ppl: 627.42; xent: 6.44; lr: 0.00100; 9133/21117 tok/s;      8 sec
[2021-03-29 08:37:02,493 INFO] Step 250/100000; acc:  16.31; ppl: 531.39; xent: 6.28; lr: 0.00100; 10095/22469 tok/s;     11 sec
[2021-03-29 08:37:05,496 INFO] Step 300/100000; acc:  19.20; ppl: 354.22; xent: 5.87; lr: 0.00100; 10696/21905 tok/s;     14 sec
[2021-03-29 08:37:08,638 INFO] Step 350/100000; acc:  19.53; ppl: 336.86; xent: 5.82; lr: 0.00100; 11116/23199 tok/s;     17 sec
[2021-03-29 08:37:12,491 INFO] Step 400/100000; acc:  19.77; ppl: 300.17; xent: 5.70; lr: 0.00100; 11111/22179 tok/s;     21 sec
[2021-03-29 08:37:16,511 INFO] Step 450/100000; acc:  21.76; ppl: 251.81; xent: 5.53; lr: 0.00100; 11568/22861 tok/s;     25 sec
[2021-03-29 08:37:20,925 INFO] Step 500/100000; acc:  21.60; ppl: 195.89; xent: 5.28; lr: 0.00100; 12071/23141 tok/s;     29 sec
[2021-03-29 08:37:21,999 INFO] Loading ParallelCorpus(/content/Train_RDF_all.txt, /content/Train_TEXT_all.txt, align=None)...
[2021-03-29 08:37:25,492 INFO] Step 550/100000; acc:  24.38; ppl: 139.64; xent: 4.94; lr: 0.00100; 11543/20511 tok/s;     34 sec
[2021-03-29 08:37:27,238 INFO] Step 600/100000; acc:  30.81; ppl: 132.01; xent: 4.88; lr: 0.00100; 6442/17831 tok/s;     35 sec
[2021-03-29 08:37:29,060 INFO] Step 650/100000; acc:  31.14; ppl: 125.49; xent: 4.83; lr: 0.00100; 6564/18441 tok/s;     37 sec
[2021-03-29 08:37:31,208 INFO] Step 700/100000; acc:  29.71; ppl: 85.51; xent: 4.45; lr: 0.00100; 8989/21333 tok/s;     39 sec
[2021-03-29 08:37:33,601 INFO] Step 750/100000; acc:  28.02; ppl: 107.90; xent: 4.68; lr: 0.00100; 9374/21272 tok/s;     42 sec
[2021-03-29 08:37:36,413 INFO] Step 800/100000; acc:  27.43; ppl: 90.58; xent: 4.51; lr: 0.00100; 10245/22455 tok/s;     45 sec
[2021-03-29 08:37:39,436 INFO] Step 850/100000; acc:  30.24; ppl: 75.35; xent: 4.32; lr: 0.00100; 10927/21940 tok/s;     48 sec
[2021-03-29 08:37:42,747 INFO] Step 900/100000; acc:  29.36; ppl: 74.57; xent: 4.31; lr: 0.00100; 11068/23046 tok/s;     51 sec
[2021-03-29 08:37:46,539 INFO] Step 950/100000; acc:  29.25; ppl: 72.88; xent: 4.29; lr: 0.00100; 11621/22969 tok/s;     55 sec
